FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,CD4,CD8,CD25,FoxP3,BV786-A,CD3,PE-A,IL2,PerCP-Cy5-5-A,APC-A,CD44,APC-Cy7-A,Time,source_file,Alexa Fluor 488-A,PerCP-A,BV421-A,BV510-A,BV605-A,BV650-A,BB515-A,PE-CF594-A,APC-R700-A,anomaly,true_label,feat_0,feat_1,feat_2,feat_3,feat_4,0,1,2,cluster,UMAP_1,UMAP_2
78526.71,78180.09,206534.2,31606.537,32370.268,114530.54,14.55206,1.3379664,103.43902,408.94318,-44.60508,-31.296978,-0.9636899,21.519201,40.286835,45.255093,-53.9271,18.508867,715.37164,gated_data.csv,,,,,,,,,,0,1,0.022631776,-0.052492674,-0.0765956,-0.01813228,-0.014249595,,,,,,
78307.79,76657.58,220600.12,52308.21,52580.902,138700.55,130.16264,255.59102,67.82529,253.9664,1235.4463,13.622613,-40.796207,26.808563,-21.109398,1292.837,1102.7875,11918.923,715.5294,gated_data.csv,,,,,,,,,,0,1,-0.113735735,-0.17446756,-0.15055928,-0.041551933,-0.02070865,,,,,,
58823.594,59154.95,218235.66,48374.855,49760.48,131920.27,48.90374,188.80762,879.34906,3644.6924,971.9904,14.072405,202.49611,1007.5149,3206.8389,2464.3381,441.4375,4849.4707,715.6118,gated_data.csv,,,,,,,,,,0,1,0.14591154,-0.07145166,-0.2508857,-0.019424168,-0.016135186,,,,,,
52969.98,52583.36,213652.45,51121.605,53791.777,140545.16,-29.56516,86.469505,830.455,3825.8005,587.41705,-11.243049,54.267727,876.1318,2950.8186,4413.433,613.8557,1092.7306,715.71936,gated_data.csv,,,,,,,,,,0,1,-0.11989494,-0.100278586,-0.58034104,-0.040600486,-0.023505151,,,,,,
60546.758,61302.92,218109.34,53410.844,54977.652,143514.95,65.966545,434.60645,674.9092,4109.1567,3046.0693,40.547874,243.47446,1019.538,3950.1648,3151.5823,1653.692,14871.539,715.76733,gated_data.csv,,,,,,,,,,0,1,-0.0769657,-0.04912052,-0.43521377,-0.034749795,-0.008629764,,,,,,
71269.37,70147.17,203104.69,35110.293,30036.428,120428.71,49.6834,71.90899,600.25464,3916.4402,1047.9333,30.292103,183.0738,642.13873,3107.854,1659.7261,511.59927,3668.3477,715.8624,gated_data.csv,,,,,,,,,,0,1,0.23698303,0.1458088,0.97421694,0.034713503,-0.012943036,,,,,,
54034.906,53537.887,216546.05,55328.25,56497.31,140540.39,90.59711,473.2684,1719.8689,4933.8364,3222.4883,29.624603,4763.7944,2182.8955,4048.186,6180.905,1961.87,16826.506,715.8717,gated_data.csv,,,,,,,,,,0,1,-0.13408692,-0.08495366,-0.60046977,-0.04779681,-0.018890008,,,,,,
57820.434,59141.28,204369.38,30795.297,31818.95,111108.29,-50.380863,195.3827,622.3786,3235.6982,638.92804,-2.43217,136.49637,670.4987,2926.5886,2548.3274,442.12543,4071.8767,715.87463,gated_data.csv,,,,,,,,,,0,1,0.17924537,-0.024495825,0.6124287,0.029067777,-0.0147474725,,,,,,
77400.336,76777.05,221299.08,55359.453,56240.957,151897.67,37.044724,81.97954,29.787846,1763.9594,1063.7168,52.723305,128.353,20.355722,110.07024,22058.402,4036.215,8501.836,716.0521,gated_data.csv,,,,,,,,,,1,1,0.6374431,0.24199033,2.4757323,0.09064768,-0.008182488,,,,,,
67035.03,67129.16,220479.8,55461.258,56121.535,140704.11,29.534485,147.29538,88.92251,-69.366615,228.66292,50.49282,16.627842,51.76647,36.072815,291.20978,369.76392,2658.1387,716.0652,gated_data.csv,,,,,,,,,,0,1,-0.25894076,-0.15881296,-0.69302994,-0.05158271,-0.018792713,,,,,,
79593.945,84282.17,198760.83,26690.926,27973.12,105131.04,63.384438,47.930237,-112.942345,-79.54572,1202.2212,47.372093,-77.00342,22.177828,9.193598,548.2906,511.59927,8144.732,716.10864,gated_data.csv,,,,,,,,,,0,1,-0.043157455,-0.09059451,-0.082195595,-0.016795488,-0.009989346,,,,,,
43587.996,43974.12,211158.9,47233.37,50254.984,119906.74,24.422323,353.4045,732.6098,3065.112,872.258,33.433884,61.55478,712.5799,3066.186,724.91724,240.92833,2187.0374,716.285,gated_data.csv,,,,,,,,,,0,1,-0.24524887,-0.11755766,-0.69762635,-0.049025126,-0.017503705,,,,,,
77954.83,81521.86,206482.06,33313.746,34840.023,113814.51,7.8829184,-52.496746,26.31161,243.1036,1028.9476,-17.85121,-94.30395,-30.149727,-78.74724,1180.1447,633.0998,8385.338,716.50757,gated_data.csv,,,,,,,,,,1,1,0.667903,0.15996653,1.8609356,0.10628241,-0.003465958,,,,,,
60319.84,63521.01,206071.92,38717.02,40363.344,116732.555,41.084877,174.16113,524.5063,2829.1057,840.2339,-0.27534,148.91888,573.5332,1918.2019,942.31085,516.9635,4345.535,716.5846,gated_data.csv,,,,,,,,,,0,1,-0.23821232,-0.12143726,-0.5971413,-0.04674605,-0.017141284,,,,,,
63944.582,64783.703,202423.02,28831.258,29855.447,115899.47,463.86826,1634.2614,2213.727,4974.1523,1247.5126,256.6006,835.01434,1545.0703,3097.7124,2615.41,631.46893,747.3144,716.6774,gated_data.csv,,,,,,,,,,0,1,0.080954745,0.07311135,0.46587518,0.011319547,-0.01368671,,,,,,
29014.64,28182.482,196133.92,30859.6,32847.086,119659.74,182.75381,1028.2042,1220.292,1505.6501,1182.4348,160.97678,292.63126,233.03615,404.0099,1066.9086,346.4395,1490.8778,716.76776,gated_data.csv,,,,,,,,,,0,1,0.18387526,0.14657815,1.0563165,0.035012048,-0.010286348,,,,,,
66676.38,67830.734,196670.72,26019.723,27634.475,108317.18,-74.91366,67.493065,197.96356,4.3886046,-16.69831,28.650326,-12.573858,64.39209,146.6543,415.38016,85.61154,-80.129585,717.01135,gated_data.csv,,,,,,,,,,0,1,-0.21535565,-0.22347198,-0.7611202,-0.05541064,-0.020805193,,,,,,
79409.25,79535.445,207152.69,34078.484,35438.902,109506.16,49.423428,2.5565884,32.96213,82.81794,582.3697,11.976384,-67.274734,-19.365578,103.21252,519.9293,292.7387,6497.509,717.3457,gated_data.csv,,,,,,,,,,0,1,0.45583665,-0.003951388,1.1018041,0.042602193,-0.009881668,,,,,,
77868.664,77116.91,208130.56,35117.81,35676.074,111529.04,130.40015,208.33328,7.8829184,161.95506,1166.8231,4.7006574,-51.305016,25.278017,-43.22838,1273.321,743.7808,9650.287,717.4474,gated_data.csv,,,,,,,,,,0,1,0.37400782,0.19300207,0.94230664,0.006572057,-0.013772484,,,,,,
34009.53,35375.285,186156.9,39071.04,41241.574,116942.7,-19.557611,-68.22289,231.1113,666.0453,-8.234783,45.633015,56.067486,26.348997,-101.27922,73.431595,-3.207358,37.34656,717.6026,gated_data.csv,,,,,,,,,,0,1,0.045508657,0.0130120935,0.23362918,0.017208323,-0.015422117,,,,,,
60242.465,58725.42,219580.77,48243.67,46164.477,133763.62,193.03539,177.10538,641.97003,3188.4624,509.14285,64.15171,170.09206,1052.3494,3204.131,1424.991,358.0351,1243.5306,717.7054,gated_data.csv,,,,,,,,,,0,1,0.22317347,0.095594935,0.8810754,0.02291481,-0.011738861,,,,,,
55862.637,57082.523,213146.89,58435.39,59560.01,148991.94,125.58889,-7.8344812,93.28739,181.63637,-11.894688,-9.958129,-23.908688,40.443443,9.292749,-102.146194,-83.771835,53.496662,717.8608,gated_data.csv,,,,,,,,,,0,1,-0.04616392,-0.060732234,-0.34064588,-0.026361784,-0.019901682,,,,,,
59231.027,59819.844,213892.81,42951.457,44869.54,127444.25,49.94345,344.17395,687.49005,2370.474,1363.9432,28.342976,334.30408,635.3929,1841.9785,1031.6277,916.5976,10175.533,717.9938,gated_data.csv,,,,,,,,,,0,1,-0.23147811,-0.15531436,-0.48656568,-0.043402474,-0.021723362,,,,,,
57056.47,57414.734,212843.22,40897.35,43008.93,116414.41,7.8829184,196.49731,854.98785,3303.8064,843.2076,-0.27534,130.20079,1096.6791,3120.1528,1474.9497,345.57544,2468.9587,718.87994,gated_data.csv,,,,,,,,,,0,1,-0.2717376,-0.15770482,-0.6632332,-0.059311867,-0.021182368,,,,,,
59811.48,60642.207,210955.22,38369.6,40154.066,114515.234,107.67336,239.96262,407.98596,2343.1392,1699.0531,22.279219,153.72722,380.5413,1638.5941,1148.4515,569.6353,6836.6733,718.9811,gated_data.csv,,,,,,,,,,0,1,-0.23910399,-0.09543431,-0.6156851,-0.041701376,-0.021961465,,,,,,
62626.47,62871.57,210317.9,34308.355,35792.547,111737.13,84.37463,121.6655,812.6702,4458.5635,1677.8372,82.81511,132.0478,828.5898,3246.5796,7387.4688,1724.3082,6244.345,719.12177,gated_data.csv,,,,,,,,,,0,1,0.016662449,0.13469501,0.6328215,-0.013754663,-0.017855458,,,,,,
57175.23,57947.504,209888.52,35071.82,38401.336,110306.18,19.845287,-66.907616,250.13503,468.1534,263.88025,-16.566288,53.947903,-11.334828,112.0684,413.67682,232.48026,2775.0168,719.17126,gated_data.csv,,,,,,,,,,0,1,0.05040308,0.0689261,0.63567454,0.0006225162,-0.014434859,,,,,,
57359.3,58070.234,216965.8,51363.453,53971.426,130614.67,18.721113,165.73183,628.4574,2996.9465,786.3647,25.328972,113.06715,862.1812,2720.1296,1696.5293,465.87503,2011.2308,719.2914,gated_data.csv,,,,,,,,,,0,1,0.17470756,0.010414712,0.76077884,0.017992968,-0.011379874,,,,,,
57511.438,58503.83,212940.12,39498.195,41038.97,117472.69,-74.227425,-214.7906,820.27594,3042.0664,739.70087,10.831807,149.90927,986.3137,3394.1619,874.6302,143.00287,795.53345,719.5475,gated_data.csv,,,,,,,,,,0,1,0.122347735,0.062054757,0.5757639,0.0064426097,-0.014985753,,,,,,
69378.055,67442.24,213223.92,38842.55,34142.504,142068.86,-31.051996,196.90791,888.95636,4347.051,1539.2184,11.926573,220.62408,915.87256,3470.7522,10014.35,2062.331,5884.8496,719.6269,gated_data.csv,,,,,,,,,,0,1,-0.22623277,-0.058957342,-0.465169,-0.025904734,-0.018319486,,,,,,
52560.258,56938.145,189863.7,53786.62,56662.4,138334.08,50.724125,126.42076,736.4984,3469.4172,1082.1879,-8.7191,61.36236,710.60657,3280.3086,483.79025,219.58757,3535.5413,719.70856,gated_data.csv,,,,,,,,,,0,1,-0.30501696,-0.18512435,-0.40515283,-0.03255702,-0.020185832,,,,,,
77532.15,76424.84,207908.1,32043.865,33106.53,107511.984,-23.2747,97.82803,89.759865,3101.6543,1342.3269,8.153566,0.1950565,81.426414,157.87132,30245.596,5635.056,11863.69,719.89105,gated_data.csv,,,,,,,,,,0,1,0.11720831,-0.027283015,0.34906533,0.010616798,-0.01505526,,,,,,
79812.086,80633.19,209059.94,36699.895,38455.938,115045.89,90.29811,282.03607,39.60745,-0.57185996,1049.363,-17.392307,121.333786,0.34139478,29.419365,1173.7299,503.2537,8346.632,719.9992,gated_data.csv,,,,,,,,,,0,1,-0.26698667,-0.09191926,-0.604749,-0.045956794,-0.020764854,,,,,,
54153.125,52497.117,213014.06,38629.043,39739.316,117733.16,302.02682,930.1303,477.2677,727.9206,1233.6163,104.308556,827.62604,296.45822,52.297874,1269.1353,731.60376,7438.461,720.005,gated_data.csv,,,,,,,,,,1,1,0.923293,0.031663004,0.29306433,0.41309077,0.43989715,,,,,,
77958.05,79371.66,200270.2,28287.533,28209.992,140599.48,-15.039918,226.09679,145.04568,13.188407,949.6879,4.1108747,32.711414,-2.7075098,71.54957,1324.2039,672.2405,8840.565,720.1432,gated_data.csv,,,,,,,,,,0,1,-0.017981855,-0.08075569,-0.28733927,-0.016758498,-0.018180903,,,,,,
51895.434,52433.156,210346.88,36585.523,36819.555,114978.22,140.0101,52.28777,601.60675,5183.339,1842.876,40.13026,22.837183,658.06256,3221.8906,31187.861,6329.5845,12773.059,720.15314,gated_data.csv,,,,,,,,,,0,1,0.2084935,0.13078256,0.85022205,0.033381987,-0.012396588,,,,,,
40256.312,41230.73,201123.17,38752.246,40874.598,114772.625,-124.72266,40.69919,222.47874,330.9257,56.472347,56.403774,168.91849,0.7318227,28.701565,-93.28519,-12.992517,-0.434896,720.34045,gated_data.csv,,,,,,,,,,0,1,-0.23553786,-0.009221554,-0.5577293,-0.038556762,-0.022482561,,,,,,
66735.43,65814.86,218021.12,48122.703,49477.867,123777.45,193.21146,223.64612,1781.8585,2616.2593,1788.7208,134.98247,9264.501,2785.523,867.4586,19851.865,4060.95,13446.874,720.397,gated_data.csv,,,,,,,,,,0,1,-0.28438076,-0.23618783,-0.680192,-0.04587802,-0.020238126,,,,,,
57103.812,56728.12,217238.47,48298.58,49357.18,127480.195,124.87575,381.61853,438.24576,2548.208,1140.6318,26.910742,102.068535,490.35693,2372.2373,1104.2552,441.80795,4789.89,720.62494,gated_data.csv,,,,,,,,,,0,1,-0.029011598,-0.14890614,-0.29499984,-0.023820283,-0.017170846,,,,,,
71434.87,72893.58,206612.94,31438.225,32494.691,114908.07,157.11224,191.21548,457.07104,3168.848,1297.7219,52.882904,120.14701,583.39954,2938.8413,1735.0718,609.2349,5787.9224,720.7409,gated_data.csv,,,,,,,,,,0,1,0.058362585,-0.11796288,-0.37646544,-0.039161757,-0.02128545,,,,,,
49356.902,49522.05,209112.4,35787.895,36882.133,111289.77,27.889704,54.50813,541.79254,3542.8442,949.402,19.446764,-19.549139,747.91516,2584.387,2002.5873,194.48306,2932.6667,720.75964,gated_data.csv,,,,,,,,,,0,1,-0.108264394,0.018202951,0.26173535,-0.0029149768,-0.017286815,,,,,,
67494.58,68330.14,213527.55,38198.09,38893.203,116538.914,624.04706,3062.31,2428.8037,3610.724,1561.6353,295.18295,747.77747,453.2758,669.99396,1333.8804,911.4333,7171.924,720.84656,gated_data.csv,,,,,,,,,,0,1,-0.01701497,-0.062393177,-0.40980196,-0.026853174,-0.019537233,,,,,,
76944.5,77532.35,217310.88,49341.273,52488.45,124768.04,48.25461,328.23764,921.2092,781.38947,2154.025,66.21857,6155.9595,1889.337,452.4446,4594.1865,1822.4316,16756.812,720.86865,gated_data.csv,,,,,,,,,,1,1,-0.04664892,-0.045522116,-0.42771173,0.06541759,0.05029728,,,,,,
42984.188,44111.656,207451.98,35809.34,37564.215,112070.38,-22.188166,155.75313,120.05969,485.58887,-51.696144,15.774779,-0.45889995,-3.8088696,-178.64975,141.76553,-58.2217,-4.4033217,720.8884,gated_data.csv,,,,,,,,,,0,1,-0.13536038,-0.13535742,-0.48587883,-0.04206047,-0.01886838,,,,,,
76838.66,77125.37,210405.86,34669.69,37424.844,110102.945,232.27678,187.92642,-13.381524,200.01566,755.2555,9.094465,38.150322,41.12253,-21.568298,521.4895,354.31677,7078.802,721.0919,gated_data.csv,,,,,,,,,,0,1,-0.2878784,-0.09831728,-0.8256181,-0.05636077,-0.02300654,,,,,,
76473.61,76375.5,210973.11,37976.32,39027.73,120578.625,122.31959,357.61536,148.41989,680.4562,836.5739,56.136402,116.347145,108.02355,551.506,862.67053,241.36967,5197.2246,721.21246,gated_data.csv,,,,,,,,,,0,1,-0.17630395,-0.0728864,-0.48334295,-0.03327826,-0.018631944,,,,,,
55904.383,55958.758,213163.83,38225.598,38776.273,124143.09,26.122463,103.91629,842.12103,3128.3599,799.1743,13.972422,163.60997,677.5658,3332.4856,1500.2825,445.72214,1460.8156,721.3809,gated_data.csv,,,,,,,,,,0,1,-0.26609233,-0.0901338,-0.49565265,-0.034932084,-0.020041237,,,,,,
53932.55,54645.258,213071.42,43338.348,45637.66,120017.5,153.92073,-81.089745,555.3575,3082.0964,1382.7574,-15.923829,156.69441,875.627,3114.0034,939.64716,329.2916,2931.036,721.51544,gated_data.csv,,,,,,,,,,0,1,-0.14457382,-0.032748006,-0.36806524,-0.019788751,-0.021219172,,,,,,
78550.86,77418.51,219551.16,51806.984,53001.363,143281.28,-46.32066,86.17029,6.654833,177.04651,951.6894,-10.417029,-5.2314596,-25.927849,104.78501,436.8311,417.2956,6465.7617,721.5921,gated_data.csv,,,,,,,,,,0,1,-0.035597254,-0.18377647,-0.77663785,-0.056725368,-0.022936359,,,,,,
38477.473,36681.4,210942.67,50352.137,49670.848,140330.67,7.2072024,179.0477,1314.6489,7212.8125,1300.1237,66.02634,222.61804,1298.0903,4419.1147,26636.02,4270.95,3578.759,721.68713,gated_data.csv,,,,,,,,,,0,1,-0.11012039,-0.18776248,-0.76222676,-0.011437723,0.0077526635,,,,,,
77586.46,75839.15,214019.34,40786.973,42045.805,117514.97,103.43902,-7.033878,68.72824,363.4706,1018.597,65.30542,-53.094727,74.42855,46.42293,728.34204,692.02826,9326.562,721.7358,gated_data.csv,,,,,,,,,,0,1,0.008375633,-0.026372729,0.2374858,-0.0042676292,-0.017723415,,,,,,
79648.49,78476.16,216548.6,43926.285,44332.51,124120.53,152.08774,39.735813,61.99738,266.71762,824.6221,39.608627,-98.2046,-95.63475,57.993614,1359.05,712.3596,7831.879,721.8551,gated_data.csv,,,,,,,,,,0,1,0.04493265,-0.061763123,0.2674412,-0.01787074,-0.017974555,,,,,,
77736.29,78955.02,205545.98,31550.973,32682.9,113826.445,159.59325,158.8845,132.47778,158.23474,597.76575,44.056034,-120.1859,-34.968178,112.972046,77.36181,307.18585,4537.3784,721.93744,gated_data.csv,,,,,,,,,,0,1,-0.056937307,-0.092207305,-0.44012707,-0.033584718,-0.021682698,,,,,,
72864.414,72172.87,216958.34,43830.305,44573.312,127133.98,3.166716,128.32172,107.73298,264.63318,1199.4763,20.305187,43.006824,-14.684798,-25.147717,1427.4373,1047.8275,10416.194,722.0149,gated_data.csv,,,,,,,,,,0,1,-0.23058717,-0.057812594,-0.71953166,-0.039787885,-0.019275235,,,,,,
77749.77,78010.88,204473.19,30954.53,31557.186,111069.516,9.2979,80.42218,-113.34265,323.94522,1185.9232,1.8069427,-19.916258,38.462536,54.766888,1262.2312,709.31537,9320.854,722.056,gated_data.csv,,,,,,,,,,0,1,0.08066791,0.15969253,0.37558663,0.020756392,-0.018270483,,,,,,
62297.727,62421.03,218036.25,56075.316,56227.164,151971.66,52.157345,396.37207,1127.7079,6131.94,1007.9604,-1.9732698,98.68252,828.26855,3248.874,29007.678,4092.48,3603.1675,722.1332,gated_data.csv,,,,,,,,,,0,1,-0.22554019,-0.22780696,-0.7172414,-0.058524445,-0.020994848,,,,,,
63193.332,64631.957,206254.88,31425.617,32951.68,116580.34,155.33942,9.2979,590.291,2090.2627,143.86125,68.90887,161.02382,694.95807,1819.7678,732.9628,166.34442,-59.85256,722.232,gated_data.csv,,,,,,,,,,0,1,0.1799069,-0.030584102,0.06641845,-0.02445962,-0.015096988,,,,,,
41086.453,41689.906,201516.62,38778.227,40260.883,123596.555,146.40746,8.128796,579.9254,2721.4817,658.268,5.635765,132.42657,566.92505,2532.8984,1711.4786,368.58163,803.5247,722.47424,gated_data.csv,,,,,,,,,,0,1,0.02118792,-0.046778407,0.20657964,-0.021067427,-0.019095695,,,,,,
75460.516,74515.625,208265.58,34627.695,35619.562,110661.91,72.508934,78.20519,-32.76758,-135.41644,428.60968,22.127138,-13.03276,-7.7554092,10.285212,1056.6342,448.1536,5132.9146,722.614,gated_data.csv,,,,,,,,,,0,1,0.19491993,0.018541293,0.33437827,-0.0031078407,-0.016761249,,,,,,
51493.375,52130.58,213457.94,44460.277,46312.56,122204.83,32.135532,242.52206,556.9957,2187.9934,1542.9926,-9.59101,143.91635,633.83264,2118.7412,1080.3903,902.8984,6664.6177,722.9064,gated_data.csv,,,,,,,,,,0,1,0.41764408,0.26010114,1.0713735,0.045830593,-0.013231637,,,,,,
49237.523,49233.484,213133.78,50444.023,52473.164,147801.25,110.95127,63.31834,640.8263,2989.3408,735.9838,-17.575869,118.86493,742.04126,2968.5322,1890.5471,294.26724,564.5921,723.1758,gated_data.csv,,,,,,,,,,0,1,-0.17650077,-0.14081934,-0.68922615,-0.04565965,-0.021179914,,,,,,
77900.43,77230.69,217429.56,46257.176,48367.164,123731.59,-14.468058,152.26515,-229.77333,1388.5905,1389.7341,39.97373,26.553205,-18.126549,35.088387,15142.371,2591.98,11511.533,723.18585,gated_data.csv,,,,,,,,,,0,1,-0.120579585,-0.088291384,-0.47330508,-0.03058617,-0.018495357,,,,,,
62009.008,63082.54,216314.89,43470.766,44675.336,125298.23,26.942444,71.548996,434.88647,2238.0312,1241.9083,9.243171,137.67874,490.0971,1888.1439,1416.7279,559.1306,6715.8267,723.3997,gated_data.csv,,,,,,,,,,0,1,-0.17118825,-0.11240853,-0.49697345,-0.04015775,-0.018424734,,,,,,
67085.82,68882.83,208056.78,41265.547,42663.37,120451.75,66.43085,58.96716,1020.48413,4504.9414,1689.9034,45.10693,237.24231,1060.5178,3797.6267,2201.063,826.9547,6998.02,723.43713,gated_data.csv,,,,,,,,,,0,1,-0.17020479,-0.06571663,-0.47161442,-0.045898348,-0.019013856,,,,,,
54704.324,55047.23,211212.34,37159.855,38058.86,111899.37,38.581333,-93.327545,248.91536,2514.0107,2221.7905,12.724086,82.527824,338.90268,1169.4148,17285.377,3224.9712,11791.77,723.6221,gated_data.csv,,,,,,,,,,0,1,-0.16430622,-0.15391557,-0.62028146,-0.045142516,-0.017194504,,,,,,
46969.902,47183.277,209680.48,40487.496,41550.508,118024.71,-24.933094,188.92511,242.58023,1052.3368,1202.3356,19.396307,103.8797,347.4546,1031.607,1084.5219,539.0296,7672.163,723.655,gated_data.csv,,,,,,,,,,0,1,-0.011312606,-0.012964934,-0.1325967,-0.020414881,-0.014881581,,,,,,
42854.902,44844.29,202886.95,29094.994,30886.148,106275.62,298.6908,1928.6549,2003.683,3093.5337,1556.2025,253.51852,347.67938,322.64847,466.8979,548.2906,407.97684,1721.6987,723.7966,gated_data.csv,,,,,,,,,,0,1,0.18000148,0.023726456,0.9808735,0.015897952,-0.012203862,,,,,,
24012.906,25579.285,176644.75,56125.812,59301.527,144660.48,4.939164,54.704338,21.910807,482.48398,1.6424177,24.666878,79.65402,-30.975748,49.803944,-215.87149,-16.199875,-10.491865,723.953,gated_data.csv,,,,,,,,,,0,1,-0.2752672,-0.026031435,-0.5187398,0.014431697,0.018114593,,,,,,
68277.93,68874.19,209799.56,35948.324,37362.125,119832.88,-8.635086,85.811195,93.46669,400.20877,991.49084,-25.055939,17.582745,81.90532,113.73286,1299.1974,502.83603,6297.62,724.12146,gated_data.csv,,,,,,,,,,0,1,0.064974025,0.047330476,0.13351396,-0.0043601,-0.013921336,,,,,,
79492.36,78645.71,211055.9,36905.297,37929.72,121602.48,133.30862,111.90448,148.53824,344.231,1208.0542,39.08742,-40.933876,13.772506,56.67125,1456.521,968.7851,10005.543,724.1688,gated_data.csv,,,,,,,,,,0,1,-0.18309647,-0.0066141104,-0.5680314,-0.044061534,-0.020319656,,,,,,
69092.29,67282.4,218647.86,47979.27,47631.895,131295.08,192.6832,173.92554,648.5464,2536.7708,972.2763,40.18245,1581.5527,961.30365,2073.4937,1516.4822,1109.0391,9549.174,724.25916,gated_data.csv,,,,,,,,,,0,1,-0.13065922,-0.13680951,-0.59988856,-0.041029718,-0.021176234,,,,,,
65915.07,74809.92,159219.8,29639.268,30333.053,131004.06,204.17609,908.68555,1941.4646,4908.846,733.5248,77.73712,852.6361,2096.3928,3760.5017,2843.9478,501.4783,392.0656,724.453,gated_data.csv,,,,,,,,,,0,1,-0.13379306,-0.14657776,-0.457984,-0.02994155,-0.023325283,,,,,,
78338.61,79366.44,207353.95,32447.846,34206.902,103825.5,41.084877,115.477585,-31.509485,275.33615,541.2447,-38.960606,-41.07155,-13.078649,-44.421516,1373.8907,498.76157,7872.161,724.6433,gated_data.csv,,,,,,,,,,0,1,-0.015951585,-0.02460955,0.07635074,-0.019223392,-0.020221097,,,,,,
58003.363,58934.934,215612.56,45372.684,47138.74,127258.89,158.8845,59.62496,781.7898,3371.9724,2050.404,2.5411918,63.863235,610.3829,2647.8984,2424.4365,691.53894,9891.111,724.7905,gated_data.csv,,,,,,,,,,0,1,0.60954756,0.33389032,1.8639997,0.062028047,-0.0066229315,,,,,,
26666.566,28394.357,183572.88,46855.023,49602.855,123582.7,316.55386,1668.4587,1538.3606,4141.8105,1516.9158,241.0289,297.2323,263.9973,442.8072,1219.5027,470.18954,154.63065,724.7966,gated_data.csv,,,,,,,,,,0,1,-0.3137184,-0.16686828,-0.73489845,-0.0423202,-0.019944137,,,,,,
79321.68,79670.81,204397.11,30575.48,31906.834,108377.555,146.52585,118.2749,33.407597,-10.236294,1199.076,33.072544,11.578011,51.28857,208.03572,1393.896,797.1643,9482.092,724.8172,gated_data.csv,,,,,,,,,,0,1,-0.18871152,-0.08035336,-0.49581116,-0.011889497,-6.063632e-06,,,,,,
79308.49,78134.98,216939.55,47197.324,49175.816,126980.6,218.04039,98.24608,199.66393,204.41037,1932.4292,16.176064,-16.336838,40.13026,6.967308,1262.6117,857.3974,12525.276,724.8905,gated_data.csv,,,,,,,,,,0,1,-0.13418487,-0.076331355,-0.32273617,-0.022752957,-0.017668743,,,,,,
72439.805,73914.21,202570.02,29801.393,31630.365,113908.62,-19.614798,5.0003653,258.60678,579.27344,742.1027,-0.9636899,-64.06244,185.92734,721.712,913.9339,351.78235,6717.8384,724.9319,gated_data.csv,,,,,,,,,,0,1,-0.21535565,-0.10391466,-0.52449846,-0.046537,-0.021111246,,,,,,
67895.22,67289.47,213413.83,41635.145,43656.133,121764.87,76.16719,298.05786,579.27344,2996.0889,1591.086,31.732258,183.96281,790.2257,3282.8328,1408.0302,609.28925,5600.5903,725.20856,gated_data.csv,,,,,,,,,,0,1,0.2875161,0.06345214,0.983832,0.021485548,-0.0136352815,,,,,,
32044.145,32139.975,202799.81,37675.414,37850.98,116923.01,11.456637,159.59325,145.69699,494.94687,-14.2965,-10.233469,-42.81537,18.287355,57.206524,169.87018,-77.62894,-121.06417,725.54254,gated_data.csv,,,,,,,,,,0,1,-0.20380041,-0.14006363,-0.6298439,-0.048510365,-0.01867871,,,,,,
53565.574,55485.234,199021.23,31847.67,33552.473,111251.75,323.83072,1320.4818,1960.6791,4311.824,824.22174,193.49629,652.5557,1267.6194,2926.9097,1222.4382,401.57614,1226.6241,725.55084,gated_data.csv,,,,,,,,,,0,1,-0.08582749,-0.108997785,-0.3842845,-0.031479128,-0.018105714,,,,,,
63712.043,60053.21,212692.12,40658.742,41598.16,122629.75,-17.098614,138.35033,321.4826,941.739,1619.8505,-7.4800696,83.96404,249.14452,573.2119,1819.4418,1368.1827,13951.408,725.68866,gated_data.csv,,,,,,,,,,0,1,-0.076089755,-0.036793523,-0.5038414,-0.042522706,-0.019189646,,,,,,
52173.934,51533.36,212913.6,40211.58,41684.3,119875.29,108.44831,214.47536,575.5226,2317.3481,1123.7621,23.548067,-4.0383196,595.65216,2216.7163,1802.1002,558.5635,3975.3843,725.88245,gated_data.csv,,,,,,,,,,0,1,0.25170687,-0.0151782045,0.53968024,-0.0048726187,-0.014135846,,,,,,
29803.88,31265.984,192202.89,32213.19,32837.055,120144.2,59.361774,157.05316,264.98062,300.24405,564.5243,0.5853795,276.96686,156.03522,90.61248,588.67487,401.57614,4902.5825,726.1288,gated_data.csv,,,,,,,,,,0,1,-0.013148601,-0.09249534,-0.08135037,-0.025083108,-0.018079469,,,,,,
55082.74,55635.45,215543.48,43936.953,43924.8,124600.875,173.68993,154.45279,795.11414,3308.782,612.84064,43.059246,427.02753,1034.3146,3482.5,1853.8529,347.19543,1283.6499,726.1422,gated_data.csv,,,,,,,,,,0,1,-0.1192104,-0.12555155,-0.59904325,-0.017212909,0.0021072628,,,,,,
46596.54,47150.81,213107.2,51977.086,54340.395,151623.83,41.79247,-26.477118,596.4666,2717.2498,1003.2139,-7.9848595,112.0684,730.2934,2709.3914,594.0483,209.66055,2716.0342,726.44006,gated_data.csv,,,,,,,,,,0,1,0.040035207,-0.061534,0.28387168,-0.023236422,-0.016843747,,,,,,
