FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,CD4,CD8,CD25,FoxP3,BV786-A,CD3,PE-A,IL2,PerCP-Cy5-5-A,APC-A,CD44,APC-Cy7-A,Time,source_file,Alexa Fluor 488-A,PerCP-A,BV421-A,BV510-A,BV605-A,BV650-A,BB515-A,PE-CF594-A,APC-R700-A,anomaly,true_label,feat_0,feat_1,feat_2,feat_3,feat_4,0,1,2,cluster,UMAP_1,UMAP_2
66739.66,67116.19,206043.17,32788.28,33608.9,114588.875,-44.662266,88.982315,155.81223,1886.6232,314.66135,-33.27025,149.20187,80.42055,379.02515,11223.089,1732.2993,2410.1392,502.27716,gated_data.csv,,,,,,,,,,0,1,-0.23890585,-0.06033141,-0.412919,-0.035362717,-0.021274403,,,,,,
51076.94,51927.176,211628.69,36560.914,38015.344,111242.29,99.14175,123.27086,618.986,3222.9458,827.59576,-22.256647,137.4423,669.58093,2693.8804,5811.189,778.24634,1141.9824,502.67828,gated_data.csv,,,,,,,,,,0,1,0.37391543,0.08609088,0.61279875,0.021070775,-0.013100865,,,,,,
64880.375,66915.6,218015.95,57091.066,59777.906,145027.2,292.06985,632.2726,420.6401,447.30432,75.207886,58.089897,127.784294,85.63904,151.418,220.19699,35.27616,1549.5343,502.8692,gated_data.csv,,,,,,,,,,0,1,-0.13888782,-0.17996903,-0.7132613,-0.047126405,-0.020381756,,,,,,
38881.9,39382.113,203030.36,29818.156,31199.254,103060.43,12.755068,234.31578,614.51263,2903.5618,676.7391,-10.60059,120.38439,691.241,2458.6482,1592.9697,421.54944,323.32693,502.91904,gated_data.csv,,,,,,,,,,0,1,-0.057228677,-0.12676905,-0.7690231,-0.057082515,-0.020072814,,,,,,
62904.914,62210.766,217628.97,57505.96,60042.285,146293.42,446.07513,2362.5823,1725.9305,2662.18,1812.453,316.76257,712.9011,384.10632,455.41846,1467.2303,585.6014,5577.8125,503.06943,gated_data.csv,,,,,,,,,,0,1,-0.34606805,-0.14390136,-0.6310061,-0.03642211,-0.019951416,,,,,,
39968.035,46805.688,120958.74,41437.36,42935.004,117921.875,65.23745,-23.617819,686.3464,2299.8494,1231.672,19.800083,-3.4876397,558.43536,2255.4934,1213.4685,766.7216,6472.34,503.08945,gated_data.csv,,,,,,,,,,0,1,-0.018368647,-0.019266803,-0.4087982,-0.02640934,-0.0011195248,,,,,,
77291.48,81767.055,194611.16,33505.418,35026.83,114755.46,177.04651,151.85118,-54.44107,-17.441729,950.54565,7.510698,-30.195618,-66.5405,101.54411,952.25916,603.90765,7882.381,503.10968,gated_data.csv,,,,,,,,,,0,1,-0.18309647,-0.13837822,-0.5451026,-0.042360187,-0.016784811,,,,,,
71589.55,74318.44,207020.14,32472.094,32874.754,111571.25,115.715706,77.78567,118.5129,67.09458,1645.4126,-17.85121,-27.855228,-25.881958,-44.696857,1088.3816,1091.5345,11292.89,503.1229,gated_data.csv,,,,,,,,,,0,1,-0.05800567,-0.04563631,-0.10834716,-0.022914112,-0.017193321,,,,,,
73497.3,75249.17,210505.36,37109.46,38761.05,115069.305,65.43624,175.4568,84.55422,45.598705,1021.68506,-1.1931399,-36.023647,6.029965,53.361942,847.0143,649.8433,7971.3174,503.2439,gated_data.csv,,,,,,,,,,0,1,-0.33516642,-0.065143466,-0.6945092,-0.046351064,-0.021947883,,,,,,
64558.832,64715.246,214658.75,41334.957,43566.125,115064.36,138.52818,113.98907,933.5614,4402.3496,910.2295,17.230757,331.86734,1094.5682,3768.8994,2898.3643,471.1887,2257.708,503.4165,gated_data.csv,,,,,,,,,,0,1,-0.09118778,-0.032178484,-0.23424396,-0.03046993,-0.019089676,,,,,,
53189.59,52570.363,214518.83,53945.91,53472.758,140532.06,248.33447,286.53635,620.4403,3232.6672,387.33292,122.89986,158.01251,558.9402,2377.1936,887.4052,209.71608,327.39456,503.6093,gated_data.csv,,,,,,,,,,0,1,-0.2390049,-0.27458164,-0.67337674,-0.055204127,-0.019887129,,,,,,
52996.137,51785.008,213450.08,40111.188,41040.242,122692.22,-53.182976,125.291756,1179.1182,3729.7852,1409.692,12.375037,2853.1648,1432.7316,2878.9548,3008.9365,870.1181,8303.687,503.75043,gated_data.csv,,,,,,,,,,0,1,-0.23999573,-0.16412346,-0.6508707,-0.04943778,-0.022487525,,,,,,
38785.43,40539.02,198564.6,26772.654,27662.252,91583.25,-16.927055,660.8414,597.06213,935.3914,776.41425,41.488495,233.12862,153.1147,229.52002,798.90393,325.60522,3147.5051,503.813,gated_data.csv,,,,,,,,,,0,1,-0.11393121,-0.046492875,-0.65879536,-0.04342508,-0.019707806,,,,,,
57798.633,55949.043,206699.33,42543.176,44664.777,119327.83,605.0122,2781.1838,2725.7705,7807.4326,2623.4077,467.7694,655.8598,541.1807,743.4179,44319.848,7630.848,5132.4795,503.82745,gated_data.csv,,,,,,,,,,0,1,-0.057325773,0.11006584,0.3411935,-0.010180188,-0.017680626,,,,,,
58768.12,59951.258,208374.38,32751.004,34546.65,114496.78,13.869905,67.82529,588.4476,3651.612,608.6852,-54.425537,56.549088,707.945,2604.5786,1395.853,333.7873,1287.8901,503.85822,gated_data.csv,,,,,,,,,,0,1,-0.101820245,-0.20003176,-0.79961306,-0.044808555,-0.02129159,,,,,,
68584.36,69573.1,196838.45,26109.01,27163.076,107108.69,79.523506,193.56361,119.34584,182.34215,114.10817,27.984602,127.83168,15.624368,122.99474,217.37093,52.93616,69.09933,503.98956,gated_data.csv,,,,,,,,,,0,1,-0.13114883,-0.044951167,-0.49126768,-0.043988485,-0.018963337,,,,,,
66885.266,66715.26,213862.61,39935.047,41372.875,116210.586,11.580195,303.80902,532.7457,1674.3488,1294.3479,23.649693,31.783754,497.06302,1340.7222,1008.03455,726.3306,7767.7856,504.14755,gated_data.csv,,,,,,,,,,0,1,0.16931576,-0.024780178,0.6036589,-0.008991332,-0.015820641,,,,,,
67771.26,68537.93,200846.53,28692.898,29332.361,112604.74,141.0176,285.67123,791.9689,611.38403,1119.8162,83.96404,4811.7495,1543.6936,374.60718,3011.1653,1166.9346,8506.076,504.3019,gated_data.csv,,,,,,,,,,0,1,0.14761929,0.12151239,0.93327254,0.027530206,-0.011801627,,,,,,
57273.082,60777.074,188828.6,48951.27,46339.207,130119.19,263.82233,999.7256,1934.2592,5796.3726,1512.055,88.84371,365.2639,961.21185,3993.3933,4504.0,1173.4581,2281.1382,504.50702,gated_data.csv,,,,,,,,,,0,1,-0.24326621,-0.12781285,-0.4704522,-0.042275224,-0.022202538,,,,,,
57556.22,58948.07,205311.73,31058.637,32171.316,118037.086,75.3278,119.04838,543.8736,3633.0266,502.57483,23.040207,114.68368,646.17706,3164.3447,1814.1686,436.24832,950.24774,504.89487,gated_data.csv,,,,,,,,,,0,1,-0.085924916,-0.06887012,-0.6114058,-0.04590089,-0.019953843,,,,,,
48021.918,53195.82,165492.89,34924.527,36258.04,124069.59,154.57101,48.8388,678.1116,4053.458,729.35016,17.331303,74.572464,930.00665,3844.4805,3168.489,269.5348,1218.9048,505.1018,gated_data.csv,,,,,,,,,,0,1,-0.14153431,-0.122074485,-0.4915846,-0.022916755,-0.0043924595,,,,,,
73478.69,76251.07,215728.47,45272.55,47272.61,120264.875,12.755068,123.38975,118.869896,7.0230303,597.2787,-13.399879,92.90605,1.0736767,26.348997,625.05426,339.63092,5188.907,505.2397,gated_data.csv,,,,,,,,,,0,1,-0.16440453,-0.12259589,-0.7229195,-0.047502298,-0.020650033,,,,,,
62319.79,62131.863,209776.81,35417.996,36909.367,120346.8,-74.68491,155.04388,45.40472,561.7434,657.4102,-7.2506194,-108.48395,153.77435,467.7694,820.54,682.7867,7770.9385,505.4807,gated_data.csv,,,,,,,,,,0,1,0.016180873,-0.030413298,0.16637506,-0.018343639,-0.015136412,,,,,,
66958.38,68508.88,208445.55,32991.23,33432.562,115661.836,-0.34311602,70.34884,924.81195,5754.3984,1171.8555,36.747257,157.7301,962.22144,3459.922,31468.742,4709.2715,3796.3157,505.51285,gated_data.csv,,,,,,,,,,0,1,-0.20824301,-0.017676417,-0.5762202,-0.055837464,-0.017542863,,,,,,
64648.707,63152.996,219919.02,59700.86,60883.39,149157.1,26.31161,177.10538,575.0875,2585.9507,1020.6557,55.585823,-17.897099,544.4848,1535.5251,6522.8413,1642.004,7034.443,505.52115,gated_data.csv,,,,,,,,,,0,1,0.079711765,0.039587088,0.082003675,-0.0109252,-0.016303958,,,,,,
48932.145,49650.527,210964.34,40249.48,42496.266,121385.25,34.49054,3.166716,814.67175,2939.0742,1145.5499,23.903826,269.27258,737.3605,3073.8955,1748.1731,533.17334,1799.2734,505.58978,gated_data.csv,,,,,,,,,,0,1,0.08191071,-0.049234796,0.14413314,-0.0014249444,-0.014632003,,,,,,
59157.832,59266.742,213789.98,38294.46,38605.242,122660.65,41.728115,342.51978,537.9566,2021.1819,1205.195,28.906563,63.76707,513.0213,1684.117,1042.5543,544.8265,6289.792,505.6517,gated_data.csv,,,,,,,,,,0,1,-0.21476273,-0.20320627,-0.610085,-0.041181274,-0.018044883,,,,,,
76104.93,75940.6,215954.95,43248.3,44833.688,122075.23,66.03286,372.099,68.1279,279.38022,1536.5306,5.094195,-55.20567,86.78724,17.633045,1166.1191,880.012,11665.541,505.6975,gated_data.csv,,,,,,,,,,0,1,-0.028140299,-0.0021392556,-0.36230665,-0.042013057,-0.022692522,,,,,,
49142.598,50501.105,205255.62,30591.463,32984.492,104101.49,30.294832,-45.17694,731.6948,3462.9553,603.2287,10.036933,28.44541,866.81616,2689.1538,2758.7083,332.92096,772.9188,505.91837,gated_data.csv,,,,,,,,,,0,1,0.043300465,0.032900214,0.66525996,0.0053383005,-0.012870452,,,,,,
57894.957,59294.75,206370.44,30446.98,31669.795,109783.62,17.723312,76.766685,824.4505,5181.3374,920.1799,33.330624,202.35635,905.77673,2743.4417,16232.167,2499.7278,5703.8237,505.96094,gated_data.csv,,,,,,,,,,0,1,-0.26569486,-0.09059451,-0.73794854,-0.05378198,-0.022227291,,,,,,
52389.47,52456.996,207197.28,32975.695,32818.426,110838.42,90.1187,412.2639,808.2669,3257.0857,567.63043,74.95617,179.28177,758.79114,2284.1746,2500.9238,712.03345,292.0835,506.05313,gated_data.csv,,,,,,,,,,0,1,-0.111097336,-0.12392864,-0.41223213,-0.043046117,-0.019482851,,,,,,
52723.06,55329.64,196869.45,26018.057,27803.25,97578.08,201.07074,1012.5353,890.78625,1642.4391,921.3808,134.3673,117.53496,124.03847,197.60219,94.41614,305.71585,1161.8789,506.05927,gated_data.csv,,,,,,,,,,0,1,0.24092443,0.07160507,0.5590165,-0.015572287,-0.017424246,,,,,,
53790.895,54610.87,209639.12,40891.723,42688.02,124643.07,54.96602,149.60333,872.0865,5936.593,1451.2662,-3.3499699,181.57611,937.8539,3011.5312,23533.52,4304.546,6215.533,506.1429,gated_data.csv,,,,,,,,,,1,1,-0.156742,-0.05518057,-0.49686784,0.08384216,0.0577164,,,,,,
54469.277,55236.85,210310.48,37104.258,39162.91,117406.555,74.00851,42.56512,798.5453,4181.04,1008.70386,-12.252629,112.25866,745.62067,3344.6006,1433.5259,373.84613,3479.0046,506.15146,gated_data.csv,,,,,,,,,,0,1,-0.20952684,-0.11373873,-0.60253024,-0.04400108,-0.020202855,,,,,,
79531.914,81341.66,209815.08,35027.035,36943.375,119686.35,36.661057,222.24524,-7.5485516,326.52112,1171.6267,25.99179,15.624368,-2.8451798,-29.828499,1035.2156,535.71375,9116.072,506.1828,gated_data.csv,,,,,,,,,,0,1,-0.064710036,-0.105935775,-0.13122293,-0.023947094,-0.019007841,,,,,,
44870.715,46703.117,204506.64,54560.26,58632.992,125041.24,552.9536,3398.3923,2993.344,3512.5356,1418.899,370.40768,771.27313,445.39423,686.2849,929.9164,495.20642,1384.1108,506.20786,gated_data.csv,,,,,,,,,,0,1,0.30336088,0.12758413,1.2955892,0.05967412,-0.009319614,,,,,,
72511.23,73457.17,196292.45,25058.738,27027.969,105195.59,-61.074646,-15.097103,708.3058,4024.579,746.9063,-4.1301,68.62069,935.5594,3199.3127,7815.7876,1107.4626,408.88293,506.26465,gated_data.csv,,,,,,,,,,0,1,-0.28766006,-0.17639829,-0.82638377,-0.06175182,-0.022278054,,,,,,
40616.07,40254.89,210579.75,48088.33,48930.79,120545.55,85.75136,273.77545,106.54054,308.0608,-87.15146,6.671135,46.63374,23.751333,45.79092,81.40292,-47.40366,-82.46715,506.27255,gated_data.csv,,,,,,,,,,0,1,0.28714296,0.17686792,1.0089269,0.022270193,-0.012629272,,,,,,
79279.87,79409.664,210800.12,37906.586,39802.184,117969.05,-66.73606,242.34761,62.12937,259.41843,1419.528,4.0126386,18.791164,-19.18202,-12.390299,1164.7601,726.3306,10140.904,506.4122,gated_data.csv,,,,,,,,,,0,1,0.21207172,0.035767056,1.0244063,0.04590457,-0.011575414,,,,,,
78482.625,78121.76,204050.34,30561.21,31664.68,107009.07,52.548668,9.23632,467.3746,235.71349,889.47107,39.97373,4548.387,1375.4609,383.7945,616.2476,229.16339,5369.6064,506.60873,gated_data.csv,,,,,,,,,,0,1,-0.17817385,-0.11240853,-0.470505,-0.056031246,-0.018669115,,,,,,
47294.777,48388.42,211731.27,42426.953,45287.25,117757.79,61.733437,-26.591488,532.5262,3217.2842,1006.8167,-5.9656997,140.70416,625.8478,2960.0881,857.5605,273.64716,3963.3157,506.64267,gated_data.csv,,,,,,,,,,0,1,-0.12586267,-0.16418184,-0.5460535,-0.0209142,-0.008948064,,,,,,
71807.086,70935.02,207959.84,32993.27,34620.13,110129.74,176.98763,157.76216,109.69993,1795.9834,855.7885,25.074234,6.029965,-43.549606,90.46909,16813.188,2629.1638,6700.8774,506.7552,gated_data.csv,,,,,,,,,,0,1,-0.12282944,-0.15881296,-0.73964953,-0.040300414,-0.018900825,,,,,,
38586.387,40091.598,195254.55,32811.324,33156.867,117828.66,341.83514,2044.3423,1723.7576,2526.9922,1529.3251,313.0455,369.87125,364.72678,375.9465,1129.5336,670.1203,3315.1033,506.93793,gated_data.csv,,,,,,,,,,0,1,-0.20528105,0.05422214,-0.45904067,-0.011361113,-0.0073518283,,,,,,
47523.453,47488.766,215778.34,52740.97,54484.418,138241.73,11.1478405,119.46481,674.6232,3921.0151,749.6512,59.91892,264.0432,908.8055,2851.0537,2880.4248,533.32886,1780.3555,506.97934,gated_data.csv,,,,,,,,,,0,1,-0.25179467,-0.17464305,-0.738799,-0.035917513,-0.0036505477,,,,,,
51639.824,51689.938,207857.47,34571.184,35331.164,112112.484,91.5538,129.15318,338.23932,2420.7976,1198.1039,24.05636,3.276424,523.69666,2049.952,2558.6562,1134.2087,7405.572,506.98315,gated_data.csv,,,,,,,,,,0,1,0.09661969,0.16155529,0.2585126,-0.023445131,-0.017722227,,,,,,
56095.824,53310.36,218201.08,54233.145,51459.664,148218.53,28.079302,194.97198,425.91724,2867.4202,1136.1143,51.872723,82.04898,569.4949,2780.2454,715.8931,257.89194,2062.5486,507.19586,gated_data.csv,,,,,,,,,,0,1,0.17291068,0.15651329,0.8879435,0.018119773,-0.013198644,,,,,,
45513.777,46179.273,213117.6,49331.613,51503.688,125092.89,651.8632,3614.3267,3132.1917,4624.632,2533.797,471.384,755.48706,602.39795,778.432,1422.436,778.24634,2939.4077,507.26944,gated_data.csv,,,,,,,,,,0,1,0.26902303,0.046657603,0.6326102,0.04311473,-0.0130293,,,,,,
46537.977,47209.5,195095.84,25412.629,26294.959,88450.58,250.42537,860.7637,618.33954,547.7594,447.86298,71.64555,121.9508,80.660065,155.18753,358.35834,253.32623,904.04,507.41464,gated_data.csv,,,,,,,,,,0,1,0.41938826,0.1875575,1.960364,0.08163617,-0.008442808,,,,,,
59697.312,59200.57,213512.9,41811.586,39778.18,120683.13,98.24608,-16.240824,555.849,1654.7913,1799.9293,-3.4417496,134.08334,398.59988,1351.8734,1373.3472,1029.6162,12968.761,507.47015,gated_data.csv,,,,,,,,,,0,1,-0.19630219,-0.12943694,-0.7773445,-0.04922878,-0.022294153,,,,,,
52619.72,53332.008,201515.17,27743.973,29218.848,105869.664,-83.548744,111.1896,741.24493,3491.6052,1025.4021,-39.052387,141.46016,813.2625,3278.152,3916.9448,616.5194,991.4541,507.48227,gated_data.csv,,,,,,,,,,0,1,-0.021173261,0.106798366,-0.14443083,-0.0112580815,-0.020140855,,,,,,
58521.383,59216.086,212955.45,39305.875,40583.89,122158.83,8.251767,114.882225,1608.4133,2196.8,1411.8651,95.77135,9509.968,2817.4622,1306.4423,5974.547,1908.1604,10645.71,507.55737,gated_data.csv,,,,,,,,,,0,1,-0.28273815,-0.072599426,-0.72845554,-0.040888194,-0.018402003,,,,,,
55259.402,56432.08,216765.72,55470.516,57200.617,137727.5,126.06426,162.13216,614.24304,2549.752,1632.7745,12.574467,86.978584,550.86346,2080.331,1458.6956,945.35516,8982.124,507.59097,gated_data.csv,,,,,,,,,,0,1,0.030039655,0.034024663,-0.13360046,-0.029022168,-0.01844867,,,,,,
74762.11,73636.46,213907.98,39870.973,41394.727,117596.44,133.96135,174.9268,6.654833,-143.3653,-75.199585,-11.83962,27.677591,-48.046825,118.29499,210.99268,29.88437,30.125834,507.7287,gated_data.csv,,,,,,,,,,0,1,-0.020399492,-0.011943745,0.1401179,-0.025154438,-0.018805921,,,,,,
66419.234,65912.52,216876.86,45806.035,48596.188,121269.414,-13.209966,260.4038,18.159681,13.0645685,-74.62772,49.009968,127.6895,35.96912,15.824924,22.678383,44.823788,-110.517944,507.90396,gated_data.csv,,,,,,,,,,0,1,-0.099380516,-0.027567515,-0.24940643,-0.03400214,-0.013342076,,,,,,
71904.41,75433.734,198909.45,45552.7,47587.566,127006.87,72.14897,150.72737,-36.027176,96.633484,1848.3086,21.01306,114.58861,2.6391659,-87.09921,1198.4103,698.38855,13331.247,507.91,gated_data.csv,,,,,,,,,,0,1,-0.280545,-0.11900494,-0.80972195,-0.04623653,-0.018152254,,,,,,
52941.477,55089.438,207035.64,44995.92,46101.06,127164.17,17.16266,230.76158,891.41534,3247.307,676.28156,59.726425,257.3822,826.84595,3215.8333,3318.0388,680.1229,798.3603,507.98615,gated_data.csv,,,,,,,,,,0,1,-0.3099656,-0.10865107,-0.5611633,-0.035967708,-0.0193802,,,,,,
45210.777,46852.55,201372.81,54436.848,58140.035,141234.02,438.30173,2829.6204,2990.9421,4746.5522,2528.4216,414.27673,715.6086,729.46735,964.5159,1588.512,1202.0525,4218.3823,508.02426,gated_data.csv,,,,,,,,,,0,1,-0.11178128,0.03351869,-0.17951074,-0.042685352,-0.017906653,,,,,,
79706.75,79839.4,216765.95,44895.01,46480.277,119471.68,-0.057185996,120.297615,159.94759,68.22413,936.4208,-29.002478,75.531685,96.15325,17.633045,1148.5059,703.00934,7951.9644,508.15277,gated_data.csv,,,,,,,,,,0,1,-0.17108987,0.050357234,-0.20735285,-0.028491147,-0.018402003,,,,,,
49884.074,50281.555,212821.1,46815.953,48617.027,127610.99,51.049633,147.94644,518.56506,3549.3062,675.76697,8.153566,215.89043,922.0218,3352.815,3425.6755,685.0155,1365.4646,508.3808,gated_data.csv,,,,,,,,,,0,1,0.08965038,-0.030128669,0.124638356,-0.0017736858,-0.015114379,,,,,,
76739.445,76297.79,210101.62,35102.96,34951.023,110708.12,12.940751,327.49387,169.09334,97.768326,1222.2935,27.62644,-31.021637,-3.9006498,168.3081,1607.3756,976.93945,9990.647,508.558,gated_data.csv,,,,,,,,,,0,1,0.48329082,0.21677549,1.4566185,0.057930466,-0.010493421,,,,,,
29677.438,30524.1,184481.31,54750.523,58528.164,125505.695,40.827732,294.83438,434.94247,705.9611,462.42047,33.692112,142.21608,83.62897,11.080433,290.82742,174.17616,1917.4564,508.66016,gated_data.csv,,,,,,,,,,0,1,0.44596267,0.20718287,0.87394327,0.031836487,-0.0118846325,,,,,,
73798.195,74396.125,201360.66,28575.418,29837.705,107837.48,89.46082,124.69744,3.1056788,35.383533,1024.6587,4.356541,102.545235,59.34141,41.279346,974.0039,594.7131,8311.352,508.7142,gated_data.csv,,,,,,,,,,0,1,-0.2461412,-0.14419222,-0.79322445,-0.04820464,-0.022181502,,,,,,
70157.984,71138.39,195952.08,25692.186,26498.617,107001.734,-56.842884,153.32951,92.21143,12.878851,-47.635937,-28.818918,16.728285,76.4907,-32.26067,-222.34056,-146.88612,-139.87343,509.09393,gated_data.csv,,,,,,,,,,0,1,-0.21891403,-0.15968795,-0.70089746,-0.047231182,-0.020599987,,,,,,
79117.71,79811.766,210872.48,36716.105,38400.605,120483.88,37.684605,-32.88195,104.8707,-20.758516,1009.56165,8.698107,1.660211,-37.951027,119.24484,1384.1108,627.33746,7193.016,509.50226,gated_data.csv,,,,,,,,,,0,1,0.030808903,-0.1055315,0.12870634,-0.022575948,-0.019041529,,,,,,
46926.76,48556.38,201589.31,28360.89,28856.924,104039.734,270.65265,131.2313,-28.478626,101.94728,369.37582,6.523107,-42.585915,-9.315669,68.4766,226.23167,82.995766,2965.4468,509.5766,gated_data.csv,,,,,,,,,,0,1,0.008954013,-0.16850415,-0.11421138,-0.018911645,-0.019770779,,,,,,
46435.496,46792.715,208113.75,36031.61,38467.28,114068.64,152.6791,262.66373,737.2991,3709.713,630.0698,-12.16085,35.709953,731.6701,2896.439,2288.5315,344.3331,992.4326,509.7425,gated_data.csv,,,,,,,,,,0,1,-0.18319498,-0.099240154,-0.5110794,-0.027336642,-0.019805914,,,,,,
59516.7,59714.14,216507.19,45819.5,47688.297,122345.72,70.887856,-2.687742,653.6931,2724.9128,985.37195,16.176064,114.065674,666.6899,2348.7876,1102.0808,207.99492,3298.523,509.97314,gated_data.csv,,,,,,,,,,0,1,-0.052374035,-0.11154119,-0.44509324,-0.029228238,-0.019957483,,,,,,
66785.52,65913.37,216048.14,42921.016,44493.004,122484.07,23.16549,280.07315,1565.7527,1851.168,2057.4377,58.186176,5735.378,2163.3462,1634.6476,4069.1584,1351.1674,13715.151,510.0102,gated_data.csv,,,,,,,,,,0,1,0.24570794,0.15404512,1.5230801,0.035207544,-0.010925552,,,,,,
59462.477,58640.645,216822.33,53407.156,54264.16,132382.84,47.735683,223.5294,1264.9543,2861.9875,1514.7427,62.997704,6202.4004,2061.4246,2050.9617,10336.825,2608.1797,10863.647,510.11444,gated_data.csv,,,,,,,,,,0,1,-0.2368255,-0.21763209,-0.6660861,-0.041029718,-0.020374449,,,,,,
78783.65,79011.86,213961.45,42166.184,43892.293,144189.78,42.11431,228.89615,136.03764,942.5397,33.280296,16.92922,0.14628579,-21.84364,50.651894,-70.561874,-3.4248056,34.66834,510.66855,gated_data.csv,,,,,,,,,,0,1,-0.2304882,-0.016483933,-0.6099265,-0.039032303,-0.019814396,,,,,,
57495.777,58787.56,212821.2,38975.477,40339.055,118151.7,30.611872,98.60436,770.6957,5152.687,1752.1217,33.640457,145.52158,863.6498,3300.4087,12778.222,2551.2085,8911.834,510.75708,gated_data.csv,,,,,,,,,,0,1,0.2577014,0.020232659,0.4841547,0.007837534,-0.014560481,,,,,,
54485.78,55464.453,214315.72,40282.824,42456.984,116482.18,11.02436,133.18994,446.91327,2179.4155,1341.3547,49.380367,176.09572,581.01324,2223.2786,2471.8945,872.67316,8377.618,510.86212,gated_data.csv,,,,,,,,,,0,1,0.17432928,0.06557546,0.49281892,0.0012486412,-0.015589729,,,,,,
32871.79,33346.99,205947.81,41932.527,43438.27,141812.61,123.508644,406.29633,201.89119,657.86774,134.19867,56.296814,61.36236,160.60048,260.9208,1403.4093,241.25935,431.26544,510.90918,gated_data.csv,,,,,,,,,,0,1,-0.21002066,-0.22793755,-0.4137643,-0.0447024,-0.018589992,,,,,,
75883.2,75063.33,218556.39,47371.22,50172.23,121425.695,145.81541,-21.673492,492.0141,3751.23,722.08765,23.649693,31.063196,805.966,2450.9846,1900.4955,390.46085,1251.4675,510.92123,gated_data.csv,,,,,,,,,,0,1,-0.26957077,-0.18594497,-0.7214743,-0.05566505,-0.021069573,,,,,,
78676.32,79220.17,208241.6,33546.184,34649.652,111600.766,165.0239,94.960686,21.597471,152.79735,994.69324,12.574467,-77.14109,-50.84612,-113.39418,816.02795,740.89966,7191.2227,511.08,gated_data.csv,,,,,,,,,,0,1,0.20802253,0.13254629,0.56720525,-0.005284758,-0.013628427,,,,,,
65560.15,66178.49,214121.66,41750.21,43467.3,121360.42,151.20058,52.22255,375.04745,4825.9263,2478.5557,54.214413,59.822666,211.01201,874.15857,50729.75,8890.361,17076.19,511.0853,gated_data.csv,,,,,,,,,,0,1,-0.14329906,-0.15088604,-0.52037764,-0.035626903,-0.01768538,,,,,,
65606.17,64823.344,209661.58,34376.92,34619.008,110827.84,-27.620836,56.734604,110.53419,577.15375,486.53104,65.49767,63.286232,58.715694,-18.998459,2557.4602,703.87915,4980.592,511.1417,gated_data.csv,,,,,,,,,,0,1,-0.099673264,-0.06376814,-0.4439309,0.013499103,0.019189006,,,,,,
51845.938,50537.64,213951.89,49826.324,50118.145,128620.31,-20.815702,77.48598,628.081,4277.57,941.9106,28.086975,166.5234,663.61523,3182.2417,6694.952,1291.5867,1575.0845,511.23004,gated_data.csv,,,,,,,,,,1,1,0.0067366147,0.038014475,0.14640497,0.05792518,0.04458207,,,,,,
51617.12,52331.613,207321.12,32716.188,33662.227,110596.445,-17.041428,146.40746,763.2043,3816.765,988.51715,17.783976,110.54607,934.2285,3466.668,2709.9456,828.15063,4189.516,511.54013,gated_data.csv,,,,,,,,,,0,1,-0.03908577,-0.05277856,-0.26261422,-0.02661012,-0.019843483,,,,,,
36562.45,37614.055,189177.4,44781.008,47335.21,124323.734,71.221405,24.988602,821.82,2604.136,847.4965,-5.5985794,167.60371,827.5343,2595.1711,422.50598,212.76831,1625.6411,511.55438,gated_data.csv,,,,,,,,,,0,1,0.14619622,-0.081790514,0.2768979,-0.02086664,-0.014732455,,,,,,
78499.63,79778.72,203264.12,30074.17,31391.674,108329.66,153.8025,-16.755497,-49.065586,119.821754,680.399,-0.27534,85.78258,-60.666576,70.73351,736.8769,415.85907,7508.0986,511.58554,gated_data.csv,,,,,,,,,,0,1,-0.24911627,-0.1597463,-0.41117552,-0.038612243,-0.020097109,,,,,,
61541.418,63204.06,203488.78,30176.479,32339.62,107697.71,-1.7155799,63.450546,716.998,4820.551,725.46155,-5.0478997,47.63599,976.0343,4158.5054,5011.0347,902.62665,1015.42773,511.60547,gated_data.csv,,,,,,,,,,1,1,0.14097615,0.014197427,0.24762937,0.056398172,0.029735526,,,,,,
75459.6,76466.7,220823.5,58671.8,60165.31,154592.06,48.514194,243.3362,90.716705,1648.8439,1895.7158,-5.5526896,211.52332,75.435776,86.11749,13190.721,2626.0652,12910.377,511.97028,gated_data.csv,,,,,,,,,,0,1,0.015410263,-0.067837864,-0.04241376,-0.022203442,-0.018978972,,,,,,
65462.258,66240.97,208000.75,34567.05,35758.152,112071.01,37.42859,255.12686,533.075,2879.6582,1326.2006,13.572659,74.90821,529.8,1795.2626,6952.7905,1473.2644,9418.76,512.0853,gated_data.csv,,,,,,,,,,0,1,-0.001559533,-0.030014787,-0.15462735,-0.032247923,-0.018981377,,,,,,
79153.555,78543.27,216600.0,42270.527,44544.848,114148.92,139.0617,-6.118902,-28.993301,529.5615,1570.2131,8.153566,218.48996,25.736776,197.50894,2916.5212,1316.6475,11569.701,512.0919,gated_data.csv,,,,,,,,,,0,1,-0.20281345,-0.092552945,-0.50738114,-0.042035516,-0.019626722,,,,,,
79658.836,80654.28,201602.56,27625.984,29178.531,110074.81,-17.956404,25.870344,166.91156,54.96602,733.2961,8.054616,-76.72808,105.73777,-36.344875,748.6734,496.20007,6319.7456,512.11755,gated_data.csv,,,,,,,,,,0,1,-0.0070624403,0.09714945,0.18343946,-0.026261391,-0.019271616,,,,,,
