FSC-A,FSC-H,FSC-W,SSC-A,SSC-H,SSC-W,CD4,CD8,CD25,FoxP3,BV786-A,CD3,PE-A,IL2,PerCP-Cy5-5-A,APC-A,CD44,APC-Cy7-A,Time
67539.336,67880.59,209860.48,36235.984,37628.816,118270.414,12.198305,79.223915,670.3342,5955.293,1781.5725,19.144089,179.42227,490.0971,2267.4246,38353.375,7159.584,9089.38,49.92646
79946.17,79246.55,223080.0,54066.406,54927.33,135335.0,-2.687742,151.25974,1993.2753,1000.2403,1692.7056,112.163536,12071.135,3156.5435,865.1182,5149.984,1580.9556,9687.743,50.28641
79874.086,83780.94,211269.03,36717.082,39115.78,114809.164,30.8656,70.40885,134.08,-28.87893,710.0213,3.7180347,20.204132,2.0026464,100.352,754.7076,431.37152,5127.532,50.38425
75096.555,74761.7,213678.06,42035.043,43463.13,119527.11,-7.72011,81.3806,-10.86534,264.6911,1473.7405,27.831078,26.195879,-10.96771,-129.7769,1084.0326,828.4225,10696.594,50.483513
79134.49,79094.34,211287.44,35978.645,37650.957,112235.71,27.763336,31.182884,24.67395,-72.05435,1134.9705,34.312294,-9.453339,20.254658,-25.19361,926.3284,456.2317,7765.3394,50.531693
77812.516,78992.625,203238.56,29394.316,30928.672,110154.17,77.60585,11.456637,-91.61197,-11.723129,955.2349,-16.887518,21.62048,-3.6253097,9.937653,1347.4165,613.96436,9282.311,50.604538
53697.48,54114.04,210160.48,37533.03,39848.797,114449.7,-99.217705,87.60639,564.46985,3141.856,773.9553,28.49663,230.26053,890.9543,3027.822,798.8496,221.58171,2496.7378,50.72637
57662.684,58739.137,205373.55,31492.768,32699.086,110613.82,589.3151,3229.4648,2837.912,4797.219,2413.0774,387.3565,908.57605,509.83524,1116.1824,898.6582,1018.58075,3881.1204,50.761635
62752.04,63928.668,207539.78,32526.104,34748.938,107958.54,-53.01142,-16.355194,663.41473,5195.2334,858.24744,9.391917,90.66028,860.0703,2859.5894,16033.527,2510.709,1256.4144,50.77993
47722.07,48958.887,210538.52,37113.273,38804.824,113804.09,65.369965,181.87164,689.4343,2838.77,704.0168,-4.5889997,42.378113,779.9923,2504.9973,886.318,138.61465,434.7116,50.81374
63525.207,63421.44,217113.16,46726.434,48558.098,125173.04,142.97275,46.31039,101.11174,324.57498,1177.4025,14.522547,114.01812,58.282455,125.31904,877.72876,683.65643,8043.6187,50.85881
66731.49,67460.8,217872.97,50705.88,52198.344,136138.42,56.603462,206.86984,779.6167,3937.3704,466.15042,0.68300396,196.62273,967.5447,3412.8848,3065.6362,502.3139,987.37695,50.90272
40639.223,40870.504,205950.19,58279.992,60982.92,145201.19,47.735683,78.86439,597.6034,3526.6033,1510.1678,54.64105,105.92829,752.59595,2887.1233,3351.1997,757.09955,7807.4155,51.003307
79587.375,79385.43,215676.1,42867.062,44231.363,120597.81,30.104673,274.64255,12.631305,244.96407,437.90994,0.39018294,23.700512,12.424887,6.9179354,1020.4834,421.28366,3951.9,51.098763
78952.81,79658.055,210210.3,36492.47,38390.168,114788.61,72.508934,310.70203,85.990746,497.9332,1094.883,9.888019,177.92331,53.788048,175.34572,1027.3873,648.21246,10057.894,51.12245
36831.168,37237.332,200455.36,43054.67,44221.25,127345.06,73.468704,127.31192,615.9683,6870.783,1349.7611,19.59816,176.51753,865.7607,3939.6104,35406.76,5599.775,5045.2827,51.175426
79100.23,78844.32,213851.42,38483.027,40289.348,113767.586,69.92873,256.4031,29.344515,360.79962,998.1244,-21.889528,-59.243988,-52.222816,109.68953,1070.9313,748.619,9551.675,51.415077
78450.31,79129.06,221031.58,55294.848,57567.46,137904.86,-108.596214,53.658447,145.51938,311.56302,1195.1874,-24.229918,290.534,36.69535,-40.612648,2306.634,732.5279,7426.7188,51.52198
26284.91,28047.646,182208.08,35271.656,37673.926,114680.43,131.5281,1201.6494,1464.4191,1821.0309,805.06445,177.64218,351.2744,196.94925,256.78452,2623.075,407.71033,619.50934,51.74895
66634.17,66494.68,217104.08,53216.39,53940.992,135702.27,128.73747,160.5381,163.19461,391.91104,1301.439,-1.9273798,129.34805,168.54288,586.3824,1467.1216,746.49896,8785.062,51.766106
79490.86,80856.55,217476.47,46530.113,49038.367,142818.73,75.26784,103.26003,-62.961784,192.6832,742.2171,-2.4780598,72.46145,6.621788,-103.6655,585.6014,475.70825,6614.9854,51.798626
50394.7,51712.87,200827.52,38946.57,41060.434,122505.42,139.29883,103.73731,803.40607,3180.8567,520.54626,-4.1301,107.64267,788.023,3043.0574,1234.0173,225.12495,1274.5714,51.859154
65351.914,65400.906,206860.84,34447.535,33831.043,117219.05,-14.239313,266.60184,584.2699,2339.136,1474.0262,37.994274,200.95862,551.6436,1635.5195,1613.0835,1013.1989,10824.018,51.971413
35134.426,35040.895,204164.31,54682.656,54697.78,127956.57,90.59711,50.398754,293.79785,839.94794,145.28253,17.130226,-12.298519,18.942394,98.06226,432.32608,-47.294937,-56.59084,52.10499
77771.71,83735.48,191780.92,34192.234,36260.145,116543.6,-28.535812,-45.977543,-183.68143,45.857426,848.58307,11.727368,-42.907146,-27.717558,-67.96308,517.22375,209.1609,7374.9663,52.126476
79567.805,86237.22,193869.66,44880.06,47573.066,118160.67,143.3874,164.96489,41.342106,-167.26903,1184.1505,56.26013,-46.624237,-40.429085,-33.224358,971.17706,853.3746,10159.171,52.14147
75494.14,81662.18,191266.72,38100.562,40518.215,121971.19,-45.234123,-169.67085,-5.14674,67.29381,891.1866,41.383907,81.33063,-78.4719,-59.106316,504.29776,574.57,8506.293,52.146187
76962.88,81573.664,198387.75,35455.965,37111.516,117324.69,155.04388,173.21866,212.83817,1868.8384,1684.4708,8.549542,25.0233,-44.14618,-28.956589,26982.0,4721.3394,13596.426,52.24267
74948.27,78231.05,204170.25,42384.133,44521.3,127114.18,181.28343,50.13855,184.04744,210.03036,1316.7648,15.223463,102.64056,61.169926,86.73941,1554.0465,780.0403,11223.796,52.28784
73847.15,76530.49,220461.69,53071.45,54749.82,138974.5,-27.449278,376.97437,2938.5598,2437.8962,1974.747,134.31998,15043.059,4527.5986,1164.5045,17294.02,3843.502,17259.5,52.308327
78334.76,78929.73,210436.48,36153.715,37497.176,114068.266,128.5593,157.40767,-7.8916674,97.88776,596.5208,-0.18355998,-37.859245,13.0234375,275.50238,1109.2566,541.61847,6556.2744,52.53698
79936.086,80476.95,208362.38,32905.26,34626.39,108525.78,44.112717,185.63464,164.07982,116.3705,1033.0651,10.483912,-67.55007,-12.16085,67.94823,546.2228,718.3938,8743.475,52.561066
78020.24,78857.664,213569.38,39868.977,41951.15,117348.2,104.69176,28.964727,77.54591,-76.45768,1273.8181,37.474384,47.84719,16.678062,-87.42044,1682.8843,1110.7787,10640.491,52.581013
79029.71,79829.38,207791.66,32406.355,33634.723,114075.07,41.66376,150.78653,5.0003653,-22.130981,422.3249,57.36771,32.041298,6.8685665,19.850573,312.73526,545.3437,5623.5854,52.73588
78204.48,78198.68,209916.55,35759.44,37245.133,112277.375,29.217897,262.14233,23.039925,108.50791,619.4708,-13.812889,35.295506,3.7671244,-52.452263,1322.8993,538.97784,7941.092,53.056347
56681.957,57159.773,217172.81,56695.8,57782.67,144563.42,159.88853,219.96802,1169.6824,3563.4312,803.8635,24.208931,177.40791,927.2533,3133.5984,5436.635,872.1839,1381.5015,53.34037
55269.293,55613.094,210696.55,37528.613,38343.41,114903.06,-31.4523,71.08797,590.5078,4482.6387,1604.4674,21.367313,35.295506,787.3347,3531.327,18838.057,3858.3428,12419.978,53.4504
75597.61,76252.586,211329.36,37326.695,38789.15,113393.65,-5.0323677,278.97595,-117.80316,192.27226,684.6879,-2.6616197,33.89877,-22.715548,110.26058,969.54626,583.70496,7276.6797,53.71347
47974.25,47635.598,212961.4,44945.746,46066.49,122135.89,191.33293,70.68779,745.591,3288.1377,1263.0671,20.60846,122.04571,781.9655,3087.3413,625.1086,550.4607,4217.458,53.88869
77210.25,79772.6,210870.83,36800.527,37782.676,120902.805,103.49868,-122.66397,158.17567,241.99863,817.30225,25.83877,-6.51638,6.621788,46.528328,1326.2697,686.86383,8996.584,54.04487
40969.09,42024.344,202373.75,53458.71,57596.49,124791.7,408.15488,1782.0872,1596.347,3999.8745,1711.7485,243.79735,508.8013,387.66803,578.7646,1087.3486,954.2162,3955.7595,54.15222
64081.51,65586.92,207949.58,34177.25,36063.65,114094.71,24.485224,142.08412,927.5569,4235.3096,974.4494,7.807316,195.59639,664.71655,2916.447,2825.3562,660.607,2242.976,54.320923
54725.793,55079.953,206221.66,36219.965,37038.535,119766.01,113.98907,198.19814,724.9469,3406.856,711.7941,-3.6253097,186.76898,875.3058,2956.3713,4040.7273,624.8912,1098.4385,54.4947
77639.86,78550.41,198606.83,27159.268,27950.023,108248.945,14.676158,64.90625,10.345601,1851.797,1143.6056,-12.390299,89.22622,10.434232,-69.06444,23423.643,4310.9062,10256.912,54.54067
78038.86,78869.99,205948.38,30694.305,32797.094,104431.805,-23.56063,213.65681,37.684605,-99.56083,719.1711,-6.883499,-21.84364,-66.35693,-29.41549,1035.7592,595.42896,9190.004,54.69698
29685.979,28906.912,203445.48,45845.418,43486.668,128521.27,164.31586,227.32167,-97.78806,-78.85949,77.54591,16.427008,89.56087,56.356457,43.21653,1489.3011,239.38336,621.6838,54.751617
38384.965,40507.38,192770.3,23807.611,25196.934,108602.305,192.27226,888.0414,713.5097,965.75714,356.64832,144.76625,210.68657,240.52113,46.106853,1315.9408,288.42358,488.50684,54.78219
48225.96,49109.223,209554.28,37027.625,38285.883,144891.86,-59.988113,148.6566,600.1464,3216.9983,1248.9994,-0.50478995,29.573284,712.67163,2545.6099,274.14044,147.72452,1811.0156,54.905113
30770.988,30561.379,202315.7,49678.824,50696.594,132304.55,65.76765,128.08412,675.08075,3457.8657,787.4512,12.125848,218.67558,601.25073,2765.1016,5755.522,1220.4269,1908.4324,54.954437
79522.6,79882.836,220771.75,55773.55,56875.176,137946.53,16.042664,349.8168,44.112717,170.80278,694.7527,18.287355,24.514189,23.852991,59.197018,2902.985,821.6816,6331.7593,55.115593
62389.207,62805.39,217762.64,52010.44,54586.44,122671.984,546.5556,2863.4744,2533.2825,2775.8083,2066.0159,342.28067,716.93945,331.19022,542.92456,846.4707,630.00116,2922.936,55.328197
38157.105,38708.074,209955.77,58822.027,60683.2,132401.2,875.8608,4789.0415,4222.1567,6382.7583,3652.241,617.9088,1526.0259,592.3481,912.3849,2081.847,1353.0702,5861.745,55.763435
49663.684,49113.125,214632.1,47097.207,48178.7,127845.65,93.34716,219.0919,335.84067,2150.7654,651.4057,69.437126,154.5752,529.7082,2214.0544,1632.1102,533.64,4536.563,55.795948
28800.062,30150.727,183859.55,24673.281,26716.994,82748.66,-44.71945,95.79716,24.67395,312.65338,-11.780315,2.1984198,20.103092,26.24692,80.70796,157.99615,-42.674168,9.365833,55.881145
79357.8,80309.87,220449.5,54538.75,56453.164,143939.8,-21.616306,115.23945,41.79247,172.45276,-28.307068,-11.518389,-57.133045,52.45738,58.52315,67.38722,-5.3274755,10.421263,55.910706
54943.855,56121.76,201257.67,43777.96,46509.234,120423.016,36.916817,-8.86383,545.2422,2614.8298,898.5636,-6.7458296,215.56537,727.26465,2790.7544,1475.004,319.2017,1456.6298,55.984943
67314.68,64453.293,220506.28,54532.484,54219.137,135859.22,312.13693,1450.2369,1143.6627,1190.3838,1142.6334,206.82599,464.06406,206.96559,475.4299,759.60016,624.8912,5471.698,56.01664
78553.9,78149.62,204412.47,30934.701,32475.758,106969.89,92.928764,135.56313,90.89609,153.62514,1188.4395,6.3751187,-88.70537,-14.134119,33.38225,720.1334,688.3859,7950.2246,56.233044
71252.17,71403.9,215603.05,41610.434,42152.414,127418.625,100.93268,339.0386,632.9708,3651.4404,595.65454,10.235548,135.7868,1058.7739,3102.3013,4129.881,636.03534,1621.5641,56.260303
72362.66,71788.93,217270.98,45035.668,44208.105,125250.78,45.66338,242.52206,1457.4424,4481.0376,1754.2948,59.437668,3949.5684,1928.8025,3971.1367,8387.403,2031.3448,8173.87,56.46346
60487.855,61482.91,210447.86,43517.516,45546.516,120610.266,-0.800604,95.49843,377.71088,1710.8335,796.31506,15.42388,180.59297,372.37396,1568.9331,1046.849,609.88727,6091.2617,56.96269
37746.15,39351.934,200023.83,26894.719,29295.492,86348.48,317.41388,1548.654,1210.17,2083.343,1645.527,159.18906,456.33636,117.29743,341.8304,1399.7671,555.8298,3107.4407,57.16139
77315.79,79293.65,209944.64,35821.965,38838.5,116786.34,63.648903,37.940704,102.7827,1855.8,643.17096,-0.73423994,218.95398,-12.344409,22.88793,20770.273,4410.932,8830.346,57.39506
62577.434,64164.14,202717.69,29176.479,29959.273,110087.78,53.78911,176.22226,560.59784,2871.4233,1037.6399,-10.187579,111.83057,770.90607,2864.775,3595.9373,665.2821,4422.5117,57.409832
76047.836,76688.66,201411.39,29025.414,29645.932,111002.31,-160.0636,137.63882,434.88647,1534.7007,203.29741,5.094195,50.386795,293.6339,1217.7369,599.9768,-3.8053398,-7.8281274,57.750885
77070.71,76840.66,217309.61,48077.13,51220.89,120128.15,55.88258,109.69993,1208.7976,875.34607,1483.3477,40.49566,6289.912,1760.2026,656.8235,4380.381,1329.6945,10724.97,57.79906
79936.49,80344.84,209502.16,36146.61,38173.55,111698.0,103.85662,66.76265,59.690765,0.1822946,805.4076,29.368063,-34.83051,-1.1931399,28.035788,1095.3943,524.76404,8655.354,57.840973
63379.258,64552.926,206416.84,40599.953,41691.11,144297.77,145.22331,47.865383,160.47905,532.7457,1148.066,31.526316,207.38435,248.03877,415.20465,1909.1934,777.97455,10607.657,57.84847
30839.02,32139.97,184215.55,29562.955,31041.457,113985.37,434.1023,1864.8353,1582.9084,3707.54,1312.5902,221.13426,298.64346,313.22693,266.84222,804.2314,487.7735,2354.5813,58.18675
73149.586,74923.05,207445.86,33292.69,35576.656,115744.17,92.21143,95.02045,89.3412,321.1389,2.8615844,26.655336,-58.785088,2.2473743,-18.631338,69.89764,52.438274,85.89579,58.218224
56061.082,56993.605,213789.1,40281.336,42672.684,119764.336,182.69502,-34.02567,512.2856,2891.7244,662.6142,28.342976,94.05238,574.6804,2362.3252,1503.5441,398.26566,1464.4034,58.360615
63129.37,63544.484,217075.75,45765.3,46178.215,121559.72,184.04744,295.06473,968.10175,1836.6998,1509.1957,34.208885,4667.0127,1528.6416,605.33496,13607.297,3467.317,11084.303,58.55413
69665.33,67856.13,196822.42,25887.898,27214.164,84256.945,128.4999,44.37095,144.03893,1198.79,1041.1283,-12.665639,69.00491,18.08595,81.091156,12965.01,2440.9624,8695.256,58.860847
53166.902,54164.305,213390.66,40497.91,41534.07,117881.23,486.6419,2645.653,2291.0427,4236.167,1924.5948,342.9109,533.05817,575.32294,574.90985,1952.5742,956.4993,5415.868,59.0467
49977.918,51084.367,213241.58,44091.71,45982.06,122269.34,-7.8916674,27.258064,560.4342,2767.2305,758.62946,25.0233,85.83043,733.5057,2153.4338,546.5847,189.24667,2375.8367,59.128826
45563.227,45246.297,210123.77,41726.574,41622.73,130559.695,182.57741,380.54282,291.78183,200.60184,541.6282,52.8297,114.63615,186.62872,215.7047,1017.3304,231.54066,3137.5571,59.26723
78147.44,77687.58,216552.47,44330.973,45355.28,127694.13,66.56355,152.56082,8.559291,144.51271,1162.7057,19.194525,59.389538,23.2433,-19.778587,1141.9281,871.96643,10487.463,59.3077
48782.76,48129.906,213433.27,47808.594,48885.113,141119.14,120.89238,227.32167,589.4778,2724.1692,1438.1707,35.606316,98.01456,503.4979,2541.1128,939.2666,553.35254,5411.6826,59.3361
56271.133,57290.36,196601.53,29608.29,30047.865,117922.4,174.22005,1246.2544,1014.0221,1709.1752,834.51526,136.25986,453.36328,282.36258,291.94748,605.94824,481.16782,2941.3645,59.34787
77695.52,77147.63,212507.88,37944.54,39701.844,117444.1,108.20988,155.81223,123.092514,334.58383,812.3271,-6.883499,1.9537139,-34.8764,-54.241974,614.9429,762.3726,7740.279,59.351433
58482.78,59158.08,216202.0,44096.69,45607.195,120149.56,103.37936,277.35858,650.7195,3217.9133,670.0483,13.123257,122.99474,850.204,2837.4702,1161.7703,336.65588,211.43665,59.516777
55266.5,56078.97,215979.02,42266.105,45288.76,114153.07,63.847305,890.5003,660.26953,694.0093,803.2917,79.74984,147.59804,169.1063,152.83195,1029.29,323.00143,2209.9238,59.714466
63072.465,61932.52,216238.5,42510.645,43765.434,119089.7,8.067318,71.60899,326.63556,1290.2305,616.4534,-14.180009,45.580383,396.42487,1112.3275,824.29095,18.508867,415.53973,59.864388
79851.21,80595.766,218349.12,47418.785,47730.176,139012.06,102.90204,276.43414,52.026947,474.32413,1740.4558,17.180489,-54.379646,33.22738,-59.794666,5121.498,1178.242,11349.154,59.986916
78578.625,78184.555,211106.48,38709.63,39648.496,152836.14,65.03871,110.41502,-74.39899,317.9298,1316.9364,-9.453339,14.672671,-14.363569,-6.3328195,1579.6509,797.0013,11423.901,60.243713
46404.777,51286.92,140818.56,35583.05,36171.312,118654.3,21.84813,102.006966,746.1629,4194.879,839.83356,-31.526426,49.90988,879.43585,3723.4226,5187.7656,682.6236,1090.7734,60.263702
51499.953,55404.367,178778.11,41670.32,42788.312,119743.02,81.91965,228.72124,721.45856,2678.3062,1025.1735,0.97598237,159.70663,653.8407,2044.7206,1524.9084,656.74725,5422.6094,60.35202
71475.29,72905.62,210446.25,44203.773,38185.86,172102.9,31.817846,177.75288,70.487755,153.27039,1059.3134,-6.6081595,5.8328304,33.743767,13.822478,1277.5613,722.68835,9616.257,60.38906
79356.875,81039.45,207449.44,33653.414,34454.793,117865.805,86.11044,68.78827,-59.073135,-6.5192037,824.5649,1.709117,-51.901585,-10.141689,2.4432354,907.5192,556.8616,6160.0293,60.48017
77369.945,76281.875,211167.45,37214.984,38100.68,114822.16,53.854446,68.96836,66.09918,-30.537323,923.55383,1.2202513,-56.307026,-107.01547,-101.50867,855.984,326.03906,6039.346,60.60089
29564.229,30982.404,189395.88,24889.389,26488.861,102858.58,173.45428,282.38235,105.58641,100.27607,377.08768,-9.866349,-48.735176,35.761776,-98.98472,450.42538,265.14447,1758.8824,60.623516
61772.8,62365.066,213228.06,41102.258,42993.797,121919.88,144.69037,172.21707,781.6182,2697.006,2076.824,30.651829,83.53322,707.4861,2334.5159,2133.8171,1042.1195,9663.442,60.812225
61660.812,57269.574,221717.12,56586.605,52362.113,144449.98,149.78082,488.24863,864.82385,3985.9211,965.5284,79.174866,275.8228,887.4666,3663.949,6597.698,1201.9437,1864.4535,60.818398
47986.844,50443.848,194513.38,28499.326,29772.39,115413.945,407.59177,2841.4006,2917.8013,4083.1946,2155.912,309.59738,627.5916,412.90646,478.95016,784.6067,615.704,2704.5637,60.871956
78770.02,78528.32,217056.92,45125.82,46194.723,124861.46,82.9377,-93.441925,50.13855,1624.3683,1612.588,-3.6253097,206.03484,-9.40745,-34.325714,16256.412,3703.0305,14901.602,61.044212
57773.03,59167.92,199085.58,26301.012,27165.354,99887.02,-19.614798,-11.665943,686.2892,2861.9302,593.70496,9.14403,74.76432,790.547,2994.0928,2360.0718,540.5313,1667.9347,61.07484
27404.068,28142.49,195714.2,32075.385,33680.21,110174.47,31.563797,124.75688,39.60745,-59.30188,25.68131,46.42293,90.80366,-41.668118,54.161102,75.82424,-67.84377,2.0825865,61.37195
66082.65,66074.27,218213.16,47216.67,48751.316,127573.78,94.78143,262.2582,120.41657,3210.3647,1594.8031,31.577793,243.84349,210.22162,572.11053,36984.92,6722.948,12861.396,61.56615
54868.645,54552.59,207958.92,35353.62,35200.344,114949.586,112.14276,71.06897,507.98447,3600.945,1656.6783,73.46909,200.39938,665.5885,2266.5527,10077.845,2387.742,12507.554,61.74711
53037.383,55299.824,192892.36,24634.738,25768.896,105166.18,124.16253,12.816956,765.60614,3352.0718,714.08154,21.316692,106.11881,738.6454,3132.084,5925.24,920.02246,2227.211,61.761078
60296.78,59593.195,217094.86,49697.867,48108.11,145425.38,128.85625,126.06426,707.84827,2324.6108,1482.3182,14.822836,241.49043,549.7163,1829.4506,1551.2196,890.50385,9391.416,61.92686
58078.656,56515.535,213948.6,42177.914,43090.766,118395.21,-30.480137,278.28284,600.84955,2301.1074,1383.3865,27.217365,138.62439,670.7282,1825.6875,1776.4957,604.97906,7792.8467,62.087685
78359.52,78387.91,213230.33,39265.664,40043.555,131088.31,151.91032,307.25668,-27.449278,237.40189,1342.9559,18.639977,174.40804,106.2617,-3.2122998,1323.0623,812.0595,10830.8125,62.25827
47439.105,48150.18,210905.1,42008.703,43931.023,117975.49,-24.87591,119.64329,778.8733,3350.5276,573.8908,25.634798,90.3735,721.48254,2387.1975,408.29666,166.79227,1516.6997,62.57018
79706.42,80052.02,218359.55,48158.625,48221.773,149065.86,104.69176,191.09807,1577.5902,1570.0988,1699.6821,123.23198,9687.378,2652.35,776.32104,11211.4,2578.9875,12492.55,62.577667
57017.54,55621.42,212222.61,39448.082,41166.734,114640.9,117.67985,85.57179,394.1138,4261.386,1513.1416,21.468567,128.40039,657.2366,2433.8218,19515.51,4097.2637,8702.648,62.594738
63206.75,62525.566,210256.22,35836.266,38109.324,118094.56,-17.72766,150.1358,206.10872,139.83229,288.55444,-9.72868,192.00224,37.682293,10.08658,25.79196,157.4354,2804.916,62.666748
61437.477,62823.48,206582.66,31158.625,32675.695,112119.81,15.545452,115.89429,946.59985,4740.719,1731.592,88.26991,262.39047,869.01886,3071.0503,20896.54,3499.1729,7877.271,62.677998
53255.184,54252.023,202751.47,36818.082,38742.18,118267.65,-45.348495,204.7618,681.0281,3200.071,1139.3167,35.347294,131.00598,826.9836,3116.4355,3544.076,891.3193,6184.9814,62.7703
79411.24,79193.86,216894.3,45475.387,47360.14,118416.66,45.66338,267.00708,19.59532,226.85509,576.2838,49.06287,21.215466,15.2735615,-53.87486,845.05725,496.4615,5355.037,62.87995
50969.387,52217.574,210468.9,37317.406,39610.44,115470.7,69.92873,57.32498,670.0483,2575.3713,853.0435,16.075718,87.313416,842.40265,3052.3274,919.37006,303.97302,2975.1777,62.892937
34865.22,36761.84,186217.48,36477.1,39737.81,111215.03,365.00436,1398.7695,1382.9861,2609.1685,1394.9952,191.76877,390.07034,213.38223,373.62473,987.05084,743.1285,2699.1816,63.124992
53723.07,54015.184,212886.0,38250.734,39985.95,116453.305,96.81269,142.49886,564.68787,1926.768,1336.0936,49.856903,194.1031,565.686,2199.645,1834.5543,849.0257,7787.9546,63.140686
53861.215,54332.91,200521.78,27763.916,28901.2,103635.664,144.63115,16.664669,277.64743,2016.5499,898.16327,-6.7458296,153.58588,578.3057,1644.8351,1400.7456,615.92145,7799.261,63.38781
29691.412,31460.377,184544.44,39815.973,41528.22,117288.27,121.4871,1556.8315,1299.4946,2872.4526,1158.5311,240.52113,380.4075,258.99106,349.52225,1570.0833,433.91656,2212.9683,63.407177
57841.605,59007.87,211236.0,36791.848,38166.7,116773.71,-2.00151,195.20668,498.04373,3400.7368,831.3128,9.689526,63.76707,737.13104,2638.537,1648.1471,625.7066,2198.7253,63.75992
39791.12,39429.09,207779.53,48986.742,50807.03,127442.9,-47.57875,-16.069265,787.67993,2970.069,869.6847,14.322439,147.03181,522.22815,2571.2622,1090.0668,123.00105,2471.514,63.871593
58419.332,62185.02,192982.1,26898.605,28273.266,108056.12,115.83476,233.15073,484.64655,2112.3364,399.4755,72.55741,132.80533,494.07922,2214.238,511.13025,275.34598,47.477108,64.09648
61528.375,63294.12,193482.48,25091.785,26226.553,111683.8,52.28777,187.22136,746.3345,4012.0554,630.8758,-9.315669,159.23611,840.24585,3380.3948,8301.784,1454.8357,2307.6123,64.26216
38143.496,39773.22,196889.2,58329.773,61226.953,151196.94,169.2702,91.254845,209.50375,378.504,-134.55865,19.749596,-66.35693,-23.036777,-26.111408,381.30313,-37.83595,-200.37833,64.35927
55287.22,56336.52,216880.7,53141.887,54949.02,141232.88,76.28709,190.15851,716.71216,3116.7512,940.76685,61.218033,212.82466,627.4998,2778.4556,1433.4716,437.62558,5507.3594,64.50124
53181.74,54528.727,212647.14,41957.887,44283.35,117733.586,-66.22139,75.08795,692.5224,2984.6516,594.6256,-4.2218795,90.1823,679.9062,3363.4614,1230.647,323.05566,2763.329,64.581635
59089.355,59014.98,213158.22,40141.64,40278.08,124944.94,-20.98726,142.08412,644.31464,2728.058,1671.7184,42.430485,235.67128,690.78217,2656.6636,3196.8118,1026.2457,6489.029,64.64387
54336.445,54946.55,214049.73,45980.066,47370.4,124707.81,9.2979,145.46017,722.6595,4160.6245,741.5308,16.728285,155.18753,988.3787,3454.2776,3517.2754,628.316,1358.8868,64.784904
79170.77,78318.74,213706.89,39425.44,40322.707,118237.37,68.30801,100.096985,99.8582,-49.923374,693.8377,-12.252629,-34.00449,-12.849199,65.353485,713.5556,458.13034,6925.936,64.81145
70130.03,71356.27,216436.97,50430.902,52817.29,131314.28,51.375275,36.34147,186.57498,250.13503,55.686092,-0.9177999,-57.867287,19.497227,-24.872377,-50.284847,-6.2516294,102.186134,64.932884
29979.422,31449.057,193522.6,24622.492,26126.682,85254.13,301.85434,1973.0885,1662.4541,4384.1074,2210.1245,234.19212,530.71783,364.90582,705.74225,880.93616,677.8941,2636.611,64.961426
44396.9,43958.668,206841.8,37224.043,36274.57,114133.125,21.033808,149.01164,548.14233,4181.4976,1057.7123,38.046288,245.36534,895.7727,3310.5042,3011.872,917.25,5881.261,64.98342
64672.363,64755.992,209811.78,35791.05,35929.844,114381.484,162.07314,185.81096,745.01917,3224.5466,691.8362,50.598866,58.811962,839.97046,3434.4075,8685.905,1599.7649,1532.7366,65.3053
59141.605,60303.76,210288.14,34606.07,36003.676,117314.69,50.724125,86.469505,469.87756,2222.7053,1704.543,36.435886,23.954668,454.71893,1606.6088,7699.7793,2105.8206,12552.62,65.5172
58858.395,60063.65,211550.27,37069.15,38982.31,120582.12,45.016895,55.424175,414.73886,1615.9048,999.3253,0.43897554,109.16601,554.6724,1712.6605,2004.3812,816.4085,9410.497,65.60221
79426.305,80666.33,195557.98,25246.123,26499.691,89707.805,83.41672,37.236633,28.142511,1739.8839,837.1458,58.908234,-117.20305,26.195879,-6.103369,19979.455,3443.8325,7230.9067,65.63085
40331.582,40705.676,199401.33,48613.637,50929.47,127403.836,38.132843,-33.339436,663.4719,2942.5054,685.2598,16.02555,174.17358,822.67,2695.8538,387.57086,85.49784,2146.5378,65.86759
76527.16,75924.8,220286.78,50283.97,52429.375,124190.83,118.2749,50.984528,4.6944165,-84.00623,1193.3002,2.0515833,56.404613,38.566643,-6.79172,571.12665,561.0893,8167.9985,65.96306
60687.52,61448.508,206067.34,32081.086,32287.574,132304.48,38.837734,-30.079836,791.9689,2446.474,843.6078,13.422818,188.77895,835.978,2940.8145,1225.5912,453.54056,3978.7544,66.43355
33857.77,35677.68,192818.22,29120.133,29458.406,131411.62,-17.441729,218.79985,818.61755,680.399,648.3748,69.38911,4517.457,1168.8181,364.59244,3076.6716,826.4111,4208.8145,66.591225
78491.24,78470.98,217064.7,45240.305,47367.902,121797.79,173.5132,55.16234,29.281206,2233.9138,1171.6267,8.995349,157.82425,57.17511,71.06955,23337.535,4175.1104,10142.589,66.78869
79090.07,79717.734,214498.03,40160.008,41614.156,117546.13,108.269485,242.7547,109.28275,-45.7488,-43.518547,49.380367,9.639914,44.003525,-54.884438,-149.7673,-66.593445,150.30838,66.8842
58178.543,59017.46,209643.53,35582.395,37526.402,113845.62,59.559155,88.503784,169.97758,3307.4668,1658.9657,-12.940979,120.669235,276.18896,663.66113,22077.514,4199.8447,12585.999,66.91737
77627.0,78738.664,207334.4,33824.8,35074.258,120046.67,-52.61112,151.31886,102.006966,66.03286,975.7075,2.9331934,-19.45736,25.583815,21.01306,1395.4725,584.7301,8564.515,67.06793
